Total_Stops,journey_Month,Dep_hour,Arrival_hour,Duration_hours,Airline
0.25829846183504657,0.25506567358572674,-0.7748379678676449,0.8267960027276989,-0.025426680810225956,10.0
0.25829846183504657,0.25506567358572674,-0.2537736628758537,-0.19167269250598667,1.7438810351782112,4.0
0.25829846183504657,-0.6040341217591816,0.4409787437798679,1.2632825863992785,-0.4972420717404759,8.0
0.25829846183504657,-1.4631339171040898,-0.0800855612119233,-1.7921234993017783,0.21048101465489902,6.0
1.7396141372581828,1.114165468930635,0.7883549471077287,0.8267960027276989,1.8618348829107738,1.0
-1.2230172135880895,-0.6040341217591816,0.7883549471077287,0.8267960027276989,-0.9690574626707258,8.0
-1.2230172135880895,-0.6040341217591816,-0.6011498662037145,-0.19167269250598667,-0.9690574626707258,10.0
0.25829846183504657,1.114165468930635,1.1357311504355896,-0.19167269250598667,0.6822964055851489,4.0
-1.2230172135880895,0.25506567358572674,-1.1222141711955058,-0.6281592761775662,-0.9690574626707258,8.0
-1.2230172135880895,-1.4631339171040898,0.7883549471077287,0.8267960027276989,-0.9690574626707258,8.0
1.7396141372581828,1.114165468930635,1.6567954554273807,0.8267960027276989,1.2720656442479614,1.0
0.25829846183504657,1.114165468930635,1.1357311504355896,1.4087781142898048,-0.8511036149381633,3.0
-1.2230172135880895,0.25506567358572674,-0.2537736628758537,-0.046177164615460155,-0.9690574626707258,1.0
1.7396141372581828,1.114165468930635,-1.295902272859436,-1.3556369156301986,1.3900194919805238,3.0
0.25829846183504657,0.25506567358572674,-0.6011498662037145,0.6813004748371724,-0.14338052854278843,1.0
-1.2230172135880895,1.114165468930635,-0.6011498662037145,-0.3371682203965132,-0.9690574626707258,8.0
-1.2230172135880895,1.114165468930635,-0.9485260695315753,-0.4826637482870397,-0.9690574626707258,3.0
-1.2230172135880895,-1.4631339171040898,0.9620430487716591,1.117787058508752,-0.8511036149381633,1.0
1.7396141372581828,1.114165468930635,1.8304835570913112,-1.3556369156301986,2.2156964261084613,4.0
